date,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity
2022-01-05,9,17,4,5,53,35,88,2931033
2022-01-06,16,13,4,3,49,36,85,1868581
2022-01-07,13,9,4,0,45,26,71,3114923
2022-01-08,17,23,1,0,52,41,93,3168371
2022-01-09,8,14,1,1,68,24,92,3773757
2022-01-10,10,20,5,3,57,38,95,2769773
2022-01-11,15,11,1,4,52,31,83,3041446
2022-01-12,15,21,3,3,52,42,94,2238569
2022-01-13,6,11,1,1,59,19,78,2625585
2022-01-14,13,18,3,2,55,36,91,2576320
2022-01-15,14,10,3,2,51,29,80,3053540
2022-01-16,14,17,3,3,57,37,94,2281508
2022-01-17,8,15,3,0,58,26,84,3292351
2022-01-18,16,11,2,2,62,31,93,2469820
2022-01-19,15,18,2,2,50,37,87,2342616
2022-01-20,11,13,2,4,55,30,85,4424899
2022-01-21,8,12,0,1,51,21,72,1879160
2022-01-22,11,12,3,2,39,28,67,2039794
2022-01-23,12,18,2,4,45,36,81,1735344
2022-01-24,7,21,0,4,55,32,87,1857538
2022-01-25,12,18,2,3,69,35,104,4374129
2022-01-26,17,16,4,1,63,38,101,2466775
2022-01-27,16,10,3,2,66,31,97,3499510
2022-01-28,8,15,7,4,56,34,90,4030147
2022-01-29,16,13,3,2,69,34,103,2713349
2022-01-30,17,20,2,1,56,40,96,2511793
2022-01-31,11,21,1,1,53,34,87,2897230
2022-02-01,18,18,6,2,53,44,97,2068398
2022-02-02,13,17,4,3,56,37,93,3604146
2022-02-03,12,18,4,1,71,35,106,3133138
2022-02-04,21,12,3,2,62,38,100,3064807
2022-02-05,14,15,7,4,62,40,102,3250929
2022-02-06,8,15,2,2,54,27,81,2934008
2022-02-07,9,14,1,1,48,25,73,2019178
2022-02-08,19,22,4,4,59,49,108,2166778
2022-02-09,14,21,6,0,63,41,104,3761526
2022-02-10,18,16,2,5,54,41,95,2714304
2022-02-11,15,22,2,6,66,45,111,4415352
2022-02-12,16,15,1,3,60,35,95,3081987
2022-02-13,17,19,6,2,51,44,95,2315143
2022-02-14,8,14,2,0,57,24,81,2725064
2022-02-15,10,17,6,3,57,36,93,3017145
2022-02-16,23,19,7,1,54,50,104,2929300
2022-02-17,13,18,3,1,58,35,93,2854012
2022-02-18,14,19,3,1,60,37,97,3166326
2022-02-19,20,22,6,5,56,53,109,2777390
2022-02-20,10,13,0,3,69,26,95,3031003
2022-02-21,9,11,2,2,64,24,88,3724595
2022-02-22,10,9,2,2,59,23,82,2513429
2022-02-23,18,13,5,2,65,38,103,2348608
2022-02-24,16,20,5,4,51,45,96,2394467
2022-02-25,13,18,4,4,75,39,114,3941426
2022-02-26,9,19,2,1,59,31,90,3367587
2022-02-27,17,14,5,1,61,37,98,3206495
2022-02-28,15,13,5,2,55,35,90,1899568
2022-03-01,11,18,3,3,47,35,82,2078679
2022-03-02,15,11,2,2,60,30,90,2561087
2022-03-03,12,17,2,2,69,33,102,4843297
2022-03-04,10,18,5,2,64,35,99,3261738
2022-03-05,12,17,2,3,57,34,91,3872455
2022-03-06,13,20,5,4,60,42,102,2672083
2022-03-07,13,12,5,2,50,32,82,2384076
2022-03-08,11,17,4,2,66,34,100,3298756
2022-03-09,14,15,2,4,52,35,87,3380591
2022-03-10,12,21,4,3,66,40,106,2941685
2022-03-11,9,25,5,1,62,40,102,2982201
2022-03-12,18,24,5,3,52,50,102,3095825
2022-03-13,10,19,3,4,75,36,111,3856430
2022-03-14,15,21,6,3,64,45,109,2674503
2022-03-15,17,19,4,1,55,41,96,3085830
2022-03-16,10,21,7,2,71,40,111,3185139
2022-03-17,11,17,6,2,42,36,78,1819606
2022-03-18,6,10,2,1,36,19,55,2069783
2022-03-19,16,13,2,2,53,33,86,2522267
2022-03-20,8,13,8,1,58,30,88,2432457
2022-03-21,10,25,3,2,63,40,103,2618015
2022-03-22,15,18,7,1,64,41,105,3508579
2022-03-23,16,17,2,4,71,39,110,3763784
2022-03-24,16,22,5,1,80,44,124,4434191
2022-03-25,16,23,6,0,62,45,107,3399869
2022-03-26,15,13,5,2,65,35,100,3339820
2022-03-27,14,9,8,2,58,33,91,2053497
2022-03-28,10,16,0,1,51,27,78,2653407
2022-03-29,13,16,4,0,44,33,77,1914320
2022-03-30,15,19,1,3,38,38,76,1184668
2022-03-31,13,18,3,2,69,36,105,5146977
2022-04-01,20,18,2,3,73,43,116,3331979
2022-04-02,16,20,4,6,68,46,114,2979745
2022-04-03,15,13,1,1,71,30,101,3409404
2022-04-04,9,14,6,4,66,33,99,4917466
2022-04-05,18,27,1,2,61,48,109,1585063
2022-04-06,18,19,5,1,69,43,112,3687508
2022-04-07,11,15,4,1,69,31,100,3475652
2022-04-08,15,14,6,1,51,36,87,2571435
2022-04-09,18,23,5,1,62,47,109,4255689
2022-04-10,15,23,5,3,56,46,102,3592130
2022-04-11,15,13,2,1,61,31,92,2628855
2022-04-12,10,24,3,0,66,37,103,2847310
2022-04-13,16,24,3,4,57,47,104,3109731
2022-04-14,14,14,6,3,62,37,99,3357417
2022-04-15,15,8,3,0,71,26,97,2105917
2022-04-16,15,8,6,5,54,34,88,2359570
2022-04-17,12,11,6,2,69,31,100,5093351
2022-04-18,13,20,3,4,61,40,101,2571737
2022-04-19,18,13,3,2,58,36,94,3608591
2022-04-20,14,13,4,2,65,33,98,3423430
2022-04-21,17,21,6,1,51,45,96,2288009
2022-04-22,13,23,2,1,69,39,108,3272309
2022-04-23,18,15,7,5,71,45,116,3620608
2022-04-24,16,23,3,0,51,42,93,2709064
2022-04-25,17,14,4,2,58,37,95,2776967
2022-04-26,20,12,5,2,77,39,116,3066301
2022-04-27,21,14,3,2,61,40,101,3043567
2022-04-28,23,15,3,1,60,42,102,3335118
2022-04-29,15,15,3,2,66,35,101,3719680
2022-04-30,13,15,2,3,49,33,82,1963478
2022-05-01,10,19,2,1,59,32,91,1887169
2022-05-02,16,17,2,2,62,37,99,2944230
2022-05-03,17,12,4,1,66,34,100,3818933
2022-05-04,15,19,2,5,58,41,99,2114010
2022-05-05,8,18,6,2,67,34,101,2777706
2022-05-06,23,21,5,1,64,50,114,3417133
2022-05-07,26,16,4,2,59,48,107,2487627
2022-05-08,16,22,3,3,58,44,102,3763096
2022-05-09,14,16,1,2,67,33,100,3141915
2022-05-10,13,19,5,1,48,38,86,2390985
2022-05-11,16,20,3,3,66,42,108,3542153
2022-05-12,19,16,0,0,62,35,97,3440001
2022-05-13,12,13,2,0,42,27,69,2753529
2022-05-14,10,15,4,5,52,34,86,1931462
2022-05-15,7,11,1,5,48,24,72,2510841
2022-05-16,14,19,4,0,55,37,92,1549860
2022-05-17,20,19,3,2,65,44,109,4033888
2022-05-18,10,12,5,5,62,32,94,2207725
2022-05-19,12,26,6,1,60,45,105,2736997
2022-05-20,15,10,6,5,62,36,98,2801504
2022-05-21,15,19,7,1,58,42,100,2868416
2022-05-22,12,6,3,1,68,22,90,4292429
2022-05-23,10,13,2,0,62,25,87,2497832
2022-05-24,20,14,1,0,58,35,93,3193868
2022-05-25,20,15,3,3,45,41,86,2588641
2022-05-26,7,13,5,1,63,26,89,1876300
2022-05-27,14,17,2,4,69,37,106,3933921
2022-05-28,17,13,0,0,67,30,97,2645399
2022-05-29,13,20,4,5,62,42,104,3170922
2022-05-30,16,12,6,1,69,35,104,2932898
2022-05-31,15,11,1,1,60,28,88,2282215
2022-06-01,16,16,3,4,64,39,103,2440104
2022-06-02,16,20,2,4,70,42,112,3477705
2022-06-03,10,18,5,5,60,38,98,3861852
2022-06-04,18,13,3,1,49,35,84,1999948
2022-06-05,14,17,3,1,63,35,98,3219795
2022-06-06,12,12,1,5,67,30,97,2544006
2022-06-07,20,16,4,2,66,42,108,3951818
2022-06-08,24,25,4,2,63,55,118,2662024
2022-06-09,10,10,3,0,60,23,83,1800673
2022-06-10,20,15,1,4,72,40,112,4203285
2022-06-11,16,14,3,2,57,35,92,3895059
2022-06-12,16,11,3,1,63,31,94,2158793
2022-06-13,14,9,0,2,42,25,67,2318051
2022-06-14,15,22,6,0,73,43,116,5252792
2022-06-15,16,13,3,2,65,34,99,3038721
2022-06-16,19,20,1,3,69,43,112,3785691
2022-06-17,21,8,5,1,60,35,95,2120043
2022-06-18,11,15,4,2,53,32,85,2897073
2022-06-19,8,21,1,1,73,31,104,2994840
2022-06-20,23,16,1,3,60,43,103,2955076
2022-06-21,19,13,3,4,48,39,87,1442422
2022-06-22,19,23,0,2,64,44,108,4165392
2022-06-23,15,16,3,4,58,38,96,2229018
2022-06-24,11,19,3,1,56,34,90,4367438
2022-06-25,20,23,4,2,72,49,121,3714773
2022-06-26,14,10,5,1,62,30,92,3603158
2022-06-27,12,20,3,1,71,36,107,2840549
2022-06-28,17,17,1,2,55,37,92,2291585
2022-06-29,17,21,2,2,50,42,92,2311524
2022-06-30,19,17,1,3,77,40,117,3015209
2022-07-01,10,14,4,3,54,31,85,2689711
2022-07-02,15,16,6,3,58,40,98,4034606
2022-07-03,6,18,3,4,63,31,94,4115994
2022-07-04,15,20,1,2,68,38,106,3441320
2022-07-05,18,10,2,0,57,30,87,3284456
2022-07-06,13,12,7,2,57,34,91,2454584
2022-07-07,9,14,1,3,54,27,81,3042503
2022-07-08,17,14,4,1,73,36,109,4200394
2022-07-09,17,18,2,5,53,42,95,2802928
2022-07-10,10,12,3,1,56,26,82,2911318
2022-07-11,10,12,3,3,60,28,88,2997364
2022-07-12,17,12,4,0,48,33,81,2470375
2022-07-13,16,17,2,2,52,37,89,2191424
2022-07-14,19,14,4,4,81,41,122,4235630
2022-07-15,11,14,3,1,72,29,101,4132270
2022-07-16,18,11,4,6,54,39,93,2933931
2022-07-17,13,13,4,0,59,30,89,2963409
2022-07-18,18,16,1,3,66,38,104,3498063
2022-07-19,15,8,1,1,53,25,78,2689895
2022-07-20,16,18,2,2,67,38,105,4005198
2022-07-21,16,18,5,3,67,42,109,2307344
2022-07-22,10,4,1,1,62,16,78,3203385
2022-07-23,14,16,2,5,59,37,96,3364197
2022-07-24,14,15,2,2,60,33,93,1876436
2022-07-25,14,11,6,2,65,33,98,2796235
2022-07-26,16,19,5,0,65,40,105,2424438
2022-07-27,8,11,1,3,61,23,84,2780722
2022-07-28,17,14,3,3,55,37,92,2790771
2022-07-29,16,17,5,0,52,38,90,2879609
2022-07-30,10,17,3,1,62,31,93,2331167
2022-07-31,16,17,3,2,55,38,93,3072270
2022-08-01,15,12,6,1,61,34,95,3433961
2022-08-02,19,23,4,2,48,48,96,2143070
2022-08-03,15,24,6,5,59,50,109,2305123
2022-08-04,16,23,3,0,62,42,104,3876547
2022-08-05,19,17,1,7,66,44,110,3010422
2022-08-06,15,14,3,1,58,33,91,3433374
2022-08-07,16,10,1,2,64,29,93,1994585
2022-08-08,16,18,4,3,53,41,94,3357807
2022-08-09,14,16,2,2,54,34,88,2280293
2022-08-10,19,19,1,2,71,41,112,3516922
2022-08-11,17,14,5,5,65,41,106,3073757
2022-08-12,9,18,3,1,69,31,100,3237365
2022-08-13,16,20,2,2,57,40,97,1918555
2022-08-14,10,21,1,0,54,32,86,3486370
2022-08-15,13,17,2,2,59,34,93,2320998
2022-08-16,19,15,4,6,69,44,113,3179037
2022-08-17,23,17,6,4,72,50,122,4783396
2022-08-18,16,12,6,2,62,36,98,3254901
2022-08-19,27,14,5,3,71,49,120,2266067
2022-08-20,16,14,3,1,65,34,99,3112998
2022-08-21,11,13,3,2,59,29,88,3255964
2022-08-22,12,14,6,1,48,33,81,2733090
2022-08-23,19,17,2,2,63,40,103,2268575
2022-08-24,14,19,7,2,63,42,105,3543485
2022-08-25,15,19,7,1,71,42,113,2453847
2022-08-26,20,25,4,1,54,50,104,3611240
2022-08-27,14,27,2,1,68,44,112,3395214
2022-08-28,20,18,4,4,71,46,117,3732544
2022-08-29,14,22,2,2,59,40,99,3151751
2022-08-30,17,27,4,0,57,48,105,1790460
2022-08-31,14,17,4,2,61,37,98,5006968
2022-09-01,17,24,5,3,67,49,116,3477846
2022-09-02,16,11,3,3,67,33,100,3601877
2022-09-03,10,25,7,2,61,44,105,3335507
2022-09-04,18,17,4,1,62,40,102,4547441
2022-09-05,11,12,4,4,62,31,93,4032336
2022-09-06,18,21,3,2,54,44,98,2269016
2022-09-07,15,14,2,2,48,33,81,2490556
2022-09-08,10,14,6,3,56,33,89,4069283
2022-09-09,18,22,4,3,57,47,104,2438421
2022-09-10,13,19,1,1,68,34,102,2487157
2022-09-11,8,14,1,1,73,24,97,3573485
2022-09-12,21,19,2,3,69,45,114,3134948
2022-09-13,18,15,3,1,61,37,98,2726922
2022-09-14,19,22,13,3,54,57,111,3093387
2022-09-15,15,20,6,2,67,43,110,3939915
2022-09-16,18,10,6,1,71,35,106,2279891
2022-09-17,17,10,1,3,59,31,90,2580223
2022-09-18,13,26,1,0,49,40,89,3007034
2022-09-19,12,15,4,1,44,32,76,2187520
2022-09-20,15,15,5,3,60,38,98,3597301
2022-09-21,13,14,5,3,72,35,107,3082369
2022-09-22,13,8,4,1,63,26,89,2925199
2022-09-23,16,20,4,0,66,40,106,2509341
2022-09-24,22,22,8,6,63,58,121,3239819
2022-09-25,14,14,6,1,73,35,108,3914294
2022-09-26,17,29,0,0,54,46,100,1672843
2022-09-27,16,14,4,1,58,35,93,2332914
2022-09-28,17,14,3,5,58,39,97,2517804
2022-09-29,6,20,3,0,70,29,99,2738634
2022-09-30,20,13,4,3,63,40,103,3353641
2022-10-01,15,14,2,3,65,34,99,3521027
2022-10-02,11,17,4,3,66,35,101,3278432
2022-10-03,9,16,2,1,52,28,80,3733378
2022-10-04,13,15,3,2,56,33,89,4017618
2022-10-05,16,22,3,4,65,45,110,3104402
2022-10-06,12,15,3,2,52,32,84,1902375
2022-10-07,14,21,5,3,59,43,102,2990966
2022-10-08,16,18,2,3,59,39,98,2249723
2022-10-09,17,18,3,0,57,38,95,2494411
2022-10-10,20,16,4,2,52,42,94,2489781
2022-10-11,17,15,3,3,57,38,95,2032403
2022-10-12,19,19,4,4,64,46,110,3271681
2022-10-13,14,15,4,1,68,34,102,3373060
2022-10-14,18,19,5,3,59,45,104,2257986
2022-10-15,16,16,5,2,60,39,99,3365930
2022-10-16,16,16,3,1,58,36,94,2990329
2022-10-17,14,17,6,3,63,40,103,4271695
2022-10-18,18,21,2,2,57,43,100,2180244
2022-10-19,15,16,7,2,69,40,109,3108013
2022-10-20,12,13,4,3,58,32,90,2257864
2022-10-21,17,12,4,5,59,38,97,2560104
2022-10-22,14,16,5,0,59,35,94,2960839
2022-10-23,15,23,7,2,72,47,119,2101211
2022-10-24,15,11,2,2,68,30,98,3802920
2022-10-25,20,23,2,3,62,48,110,3043001
2022-10-26,15,16,7,3,72,41,113,3617552
2022-10-27,18,16,4,3,65,41,106,2824081
2022-10-28,13,21,0,7,78,41,119,3575476
2022-10-29,10,17,2,0,61,29,90,2916313
2022-10-30,18,15,4,2,60,39,99,3076529
2022-10-31,11,14,6,1,46,32,78,2607769
2022-11-01,20,20,1,2,60,43,103,3453951
2022-11-02,14,9,4,1,61,28,89,4246273
2022-11-03,19,16,4,6,64,45,109,2562581
2022-11-04,8,16,2,2,44,28,72,3127775
2022-11-05,14,14,4,5,59,37,96,3057843
2022-11-06,12,18,3,1,51,34,85,2870996
2022-11-07,9,23,3,1,55,36,91,3288213
2022-11-08,16,22,4,4,67,46,113,2673619
2022-11-09,15,9,2,1,47,27,74,2551702
2022-11-10,18,16,4,2,57,40,97,2826826
2022-11-11,13,19,4,3,74,39,113,3981421
2022-11-12,13,21,8,1,46,43,89,1990242
2022-11-13,8,9,6,1,57,24,81,3402305
2022-11-14,14,14,2,1,44,31,75,1316097
2022-11-15,11,11,5,5,50,32,82,2285645
2022-11-16,16,25,5,2,51,48,99,3884226
2022-11-17,22,11,3,0,67,36,103,3818532
2022-11-18,18,13,6,5,52,42,94,2964560
2022-11-19,9,12,4,2,54,27,81,2631380
2022-11-20,16,15,3,2,61,36,97,2424603
2022-11-21,10,11,0,2,44,23,67,1861090
2022-11-22,16,12,2,1,53,31,84,1685871
2022-11-23,18,20,3,4,50,45,95,2793057
2022-11-24,13,9,6,2,52,30,82,2690078
2022-11-25,14,13,7,0,64,34,98,2110427
2022-11-26,12,17,4,1,45,34,79,1690569
2022-11-27,14,10,3,1,55,28,83,2730937
2022-11-28,13,20,4,5,57,42,99,2072072
2022-11-29,23,16,4,4,55,47,102,2196537
2022-11-30,14,15,3,2,58,34,92,3474836
2022-12-01,11,13,4,3,63,31,94,2333101
2022-12-02,13,12,3,3,59,31,90,3450110
2022-12-03,15,14,2,4,61,35,96,3998726
2022-12-04,13,16,3,1,48,33,81,2957540
2022-12-05,20,11,3,1,50,35,85,2501401
2022-12-06,19,18,2,2,51,41,92,1608522
2022-12-07,9,18,4,3,53,34,87,4040552
2022-12-08,12,9,6,4,52,31,83,1923665
2022-12-09,13,20,3,1,49,37,86,2377104
2022-12-10,20,17,3,2,56,42,98,2693608
2022-12-11,12,14,4,1,48,31,79,2455977
2022-12-12,11,17,3,4,54,35,89,2648183
2022-12-13,20,14,1,1,65,36,101,1364116
2022-12-14,12,19,3,3,51,37,88,4668462
2022-12-15,13,13,5,3,57,34,91,2669743
2022-12-16,17,16,1,1,53,35,88,3015129
2022-12-17,11,19,6,2,59,38,97,2237722
2022-12-18,10,25,3,2,65,40,105,3089166
2022-12-19,13,19,1,0,40,33,73,1942178
2022-12-20,12,15,5,1,60,33,93,2851509
2022-12-21,14,13,2,2,56,31,87,2669718
2022-12-22,9,12,4,4,72,29,101,2676339
2022-12-23,17,9,4,3,51,33,84,2670282
2022-12-24,14,18,4,0,63,36,99,3227054
2022-12-25,11,17,7,2,58,37,95,3114700
2022-12-26,11,12,4,1,59,28,87,3098938
2022-12-27,15,14,4,3,54,36,90,2201310
2022-12-28,18,11,3,0,55,32,87,3162774
2022-12-29,12,12,4,1,43,29,72,1930144
2022-12-30,17,19,2,3,59,41,100,1410022
2022-12-31,12,23,4,2,61,41,102,3192561
2023-01-01,14,18,2,5,50,39,89,2860614
2023-01-02,12,16,7,2,55,37,92,2345550
2023-01-03,19,16,2,1,58,38,96,2998869
2023-01-04,20,15,2,1,57,38,95,4140602
2023-01-05,17,13,2,3,55,35,90,2840812
2023-01-06,11,10,6,3,45,30,75,2283954
2023-01-07,15,14,2,4,58,35,93,2935624
2023-01-08,12,17,4,4,51,37,88,2873064
2023-01-09,14,13,4,1,61,32,93,3041604
2023-01-10,18,21,7,2,58,48,106,2341018
2023-01-11,14,13,4,4,36,35,71,1798034
2023-01-12,19,12,1,0,46,32,78,2097697
2023-01-13,12,14,2,2,40,30,70,2305282
2023-01-14,12,17,4,2,56,35,91,4569709
2023-01-15,17,20,7,2,40,46,86,1536408
2023-01-16,11,17,4,3,50,35,85,3569064
2023-01-17,17,8,2,2,57,29,86,2780343
2023-01-18,13,17,2,2,60,34,94,2687595
2023-01-19,12,19,3,6,51,40,91,1993472
2023-01-20,12,13,4,1,58,30,88,2360892
2023-01-21,12,18,6,5,55,41,96,2235794
2023-01-22,19,14,1,3,61,37,98,3237035
2023-01-23,13,9,2,3,57,27,84,3355999
2023-01-24,24,17,6,4,53,51,104,2549478
2023-01-25,21,14,2,3,72,40,112,4356100
2023-01-26,15,14,1,2,51,32,83,2202516
2023-01-27,16,13,3,1,53,33,86,1861867
2023-01-28,20,17,4,0,61,41,102,2532348
2023-01-29,11,17,4,3,56,35,91,2709141
2023-01-30,9,14,1,3,56,27,83,3027696
2023-01-31,23,14,6,0,63,43,106,2359750
2023-02-01,17,11,4,1,55,33,88,2941717
2023-02-02,12,10,2,5,59,29,88,2864848
2023-02-03,8,26,8,1,64,43,107,3363121
2023-02-04,14,10,4,2,67,30,97,3218934
2023-02-05,16,11,5,0,42,32,74,2691588
2023-02-06,16,17,3,1,60,37,97,3673171
2023-02-07,14,15,7,4,61,40,101,2082438
2023-02-08,17,15,4,2,66,38,104,3594364
2023-02-09,19,19,6,2,48,46,94,3102045
2023-02-10,14,12,2,0,42,28,70,2038979
2023-02-11,12,18,5,1,53,36,89,2721498
2023-02-12,14,23,5,3,63,45,108,2452040
2023-02-13,17,10,6,4,63,37,100,2778413
2023-02-14,15,15,3,1,56,34,90,2639858
2023-02-15,17,11,5,1,46,34,80,2211225
2023-02-16,22,23,2,3,72,50,122,3413621
2023-02-17,17,16,8,2,54,43,97,2785874
2023-02-18,12,19,3,1,45,35,80,2818782
2023-02-19,16,15,3,1,47,35,82,2248902
2023-02-20,17,19,5,2,49,43,92,1824652
2023-02-21,17,11,7,4,42,39,81,1684693
2023-02-22,14,19,5,5,76,43,119,3753247
2023-02-23,18,20,7,4,58,49,107,2588076
2023-02-24,16,19,5,1,72,41,113,3787396
2023-02-25,15,20,6,2,47,43,90,2263961
2023-02-26,14,18,4,4,64,40,104,3176215
2023-02-27,14,10,2,2,64,28,92,3367695
2023-02-28,19,12,5,4,51,40,91,3067002
2023-03-01,16,12,3,2,61,33,94,2805365
2023-03-02,10,15,1,2,54,28,82,2303992
2023-03-03,20,11,4,3,55,38,93,3398656
2023-03-04,19,13,5,2,54,39,93,3522106
2023-03-05,12,15,2,6,75,35,110,4933268
2023-03-06,15,26,3,4,57,48,105,1479736
2023-03-07,17,16,4,4,65,41,106,3689086
2023-03-08,19,10,4,4,55,37,92,2287218
2023-03-09,16,19,3,3,60,41,101,2328704
2023-03-10,16,18,2,0,47,36,83,1724546
2023-03-11,21,15,1,4,69,41,110,3814314
2023-03-12,10,20,4,2,54,36,90,2758537
2023-03-13,20,9,2,3,47,34,81,2450607
2023-03-14,22,14,9,1,63,46,109,2690359
2023-03-15,15,16,6,2,64,39,103,2855153
2023-03-16,17,14,3,4,53,38,91,3128332
2023-03-17,16,21,4,0,60,41,101,2233152
2023-03-18,19,17,3,3,63,42,105,2731910
2023-03-19,19,13,3,1,62,36,98,3160233
2023-03-20,11,19,3,2,52,35,87,2730284
2023-03-21,21,11,6,0,50,38,88,2053818
2023-03-22,14,9,6,6,55,35,90,2257597
2023-03-23,18,10,2,2,58,32,90,2692997
2023-03-24,16,15,4,1,54,36,90,3103360
2023-03-25,12,23,7,1,64,43,107,2139360
2023-03-26,14,13,3,1,61,31,92,2808137
2023-03-27,19,13,7,2,66,41,107,2144168
2023-03-28,17,8,1,3,57,29,86,2830887
2023-03-29,20,18,3,5,49,46,95,2300198
2023-03-30,19,15,3,0,65,37,102,3336732
2023-03-31,10,21,5,2,63,38,101,3292249
2023-04-01,23,15,8,3,61,49,110,2634992
2023-04-02,12,14,3,0,60,29,89,3102386
2023-04-03,19,11,3,3,43,36,79,2031471
2023-04-04,17,17,6,4,53,44,97,2348312
2023-04-05,18,15,2,1,54,36,90,3278615
2023-04-06,15,24,7,2,71,48,119,3548676
2023-04-07,22,15,6,3,69,46,115,3880770
2023-04-08,17,22,6,2,68,47,115,3704628
2023-04-09,15,15,3,3,71,36,107,3321863
2023-04-10,12,27,3,3,67,45,112,3030367
2023-04-11,23,22,5,8,66,58,124,4103634
2023-04-12,15,11,6,4,72,36,108,2427996
2023-04-13,21,19,3,0,61,43,104,3612366
2023-04-14,14,15,6,2,62,37,99,3172219
2023-04-15,15,13,5,1,58,34,92,2134559
2023-04-16,15,24,2,4,65,45,110,3789677
2023-04-17,17,14,1,2,48,34,82,2527515
2023-04-18,17,11,7,6,65,41,106,3599013
2023-04-19,15,15,6,4,55,40,95,2474863
2023-04-20,17,23,3,1,85,44,129,3897383
2023-04-21,18,17,5,4,51,44,95,2756224
2023-04-22,25,16,5,0,71,46,117,3689377
2023-04-23,16,16,6,1,53,39,92,2812200
2023-04-24,25,12,2,4,65,43,108,2725420
2023-04-25,12,13,2,2,64,29,93,3525778
2023-04-26,17,10,5,5,56,37,93,2043229
2023-04-27,19,17,3,2,59,41,100,3181414
2023-04-28,21,13,6,3,51,43,94,1865684
2023-04-29,16,17,4,1,66,38,104,4166601
2023-04-30,15,11,3,3,61,32,93,2403915
2023-05-01,18,17,5,5,64,45,109,4230595
2023-05-02,23,17,5,2,57,47,104,1975353
2023-05-03,17,15,3,3,69,38,107,3818768
2023-05-04,20,15,5,3,62,43,105,1897543
2023-05-05,15,12,1,3,49,31,80,2477709
2023-05-06,20,21,5,2,64,48,112,3679784
2023-05-07,21,13,10,3,57,47,104,2304370
2023-05-08,20,18,6,1,59,45,104,3604680
2023-05-09,20,17,1,1,69,39,108,2977796
2023-05-10,15,18,5,4,56,42,98,2951444
2023-05-11,22,17,5,1,70,45,115,3841674
2023-05-12,12,21,3,2,81,38,119,3550191
2023-05-13,19,13,2,4,60,38,98,2695671
2023-05-14,19,18,2,1,63,40,103,3812006
2023-05-15,18,15,7,3,70,43,113,3266049
2023-05-16,22,17,5,5,60,49,109,2856115
2023-05-17,16,16,5,1,58,38,96,3684262
2023-05-18,18,17,5,4,58,44,102,2993418
2023-05-19,16,16,4,2,73,38,111,2642749
2023-05-20,17,14,4,2,84,37,121,4036058
2023-05-21,16,11,2,2,55,31,86,1769504
2023-05-22,16,11,5,4,54,36,90,1946054
2023-05-23,22,14,7,1,62,44,106,1278025
2023-05-24,21,14,1,3,68,39,107,2913363
2023-05-25,16,18,8,1,71,43,114,4796529
2023-05-26,18,19,4,2,59,43,102,2028245
2023-05-27,18,18,5,4,69,45,114,3477269
2023-05-28,24,22,7,1,73,54,127,3581501
2023-05-29,17,16,4,1,56,38,94,2917764
2023-05-30,16,16,4,2,71,38,109,2841338
2023-05-31,22,13,6,5,59,46,105,3065581
2023-06-01,20,8,7,2,71,37,108,2008291
2023-06-02,13,28,6,0,50,47,97,2663808
2023-06-03,29,19,8,0,82,56,138,4571011
2023-06-04,11,17,3,0,62,31,93,4103453
2023-06-05,16,23,5,0,66,44,110,3933990
2023-06-06,21,20,3,3,53,47,100,2432236
2023-06-07,14,22,6,4,70,46,116,3086133
2023-06-08,20,17,5,2,46,44,90,2517823
2023-06-09,13,21,6,3,62,43,105,3051397
2023-06-10,21,21,4,0,61,46,107,4108703
2023-06-11,16,26,5,1,77,48,125,3082061
2023-06-12,14,26,8,1,71,49,120,4273985
2023-06-13,24,15,4,2,57,45,102,3217980
2023-06-14,18,11,2,6,41,37,78,2097219
2023-06-15,21,9,6,1,53,37,90,4097333
2023-06-16,11,9,3,1,51,24,75,3393289
2023-06-17,14,17,4,0,68,35,103,2534698
2023-06-18,19,19,6,0,51,44,95,3293693
2023-06-19,13,17,9,3,71,42,113,3009656
2023-06-20,21,22,11,1,52,55,107,2491735
2023-06-21,16,12,6,5,62,39,101,2050296
2023-06-22,19,17,5,2,53,43,96,3849758
2023-06-23,22,16,5,1,64,44,108,2899454
2023-06-24,22,20,5,0,81,47,128,4248863
2023-06-25,15,13,6,3,48,37,85,2988095
2023-06-26,19,18,6,1,72,44,116,3192357
2023-06-27,20,11,2,5,56,38,94,2068580
2023-06-28,17,17,3,5,64,42,106,2868903
2023-06-29,16,15,8,1,63,40,103,3294249
2023-06-30,22,28,4,2,69,56,125,2835588
2023-07-01,20,21,9,4,71,54,125,2722641
2023-07-02,14,12,7,0,59,33,92,3225468
2023-07-03,15,11,3,4,50,33,83,3983446
2023-07-04,17,12,5,1,64,35,99,2286926
2023-07-05,17,16,6,4,82,43,125,4476044
2023-07-06,21,22,3,3,71,49,120,2922986
2023-07-07,14,19,9,3,78,45,123,3227171
2023-07-08,10,12,10,1,61,33,94,2595488
2023-07-09,16,11,2,1,61,30,91,3409891
2023-07-10,21,14,5,0,61,40,101,3107522
2023-07-11,10,18,6,1,62,35,97,3525797
2023-07-12,16,17,5,3,54,41,95,2887923
2023-07-13,20,14,3,3,70,40,110,3686233
2023-07-14,19,20,4,2,69,45,114,2372584
2023-07-15,17,20,2,1,70,40,110,3086392
2023-07-16,19,15,7,3,64,44,108,3325586
